,Country Name,Country Code,expected years of school(scaled),Fraction of Children Under 5 Not Stunted,Harmonized Test Scores(scaled),Human Capital Index (0-1),Human Capital Index Lower Bound (0-1),Human Capital Index Upper Bound (0-1),Learning Adjusted Years of School(scaled),Probability of Survival to Age 5,Survival Rate from Age 15-60,Continent,Weighted HCI
136,Nepal,NPL,0.8793484145135039,0.639798164367676,0.6406664792978102,0.504601776599884,0.48969578742981,0.518612623214722,0.5639973345654723,0.967815339565277,0.856171369552612,Asia,33.67297880022018
137,Netherlands,NLD,0.9958629069304245,0.9229360222816468,0.9032848858583095,0.789915025234222,0.780254185199738,0.799554824829102,0.9005511283811746,0.996126472949982,0.946276545524597,Europe,41.76964646418318
138,New Caledonia,NCL,0.8095741807712761,0.7615223101207187,0.6902217980732107,0.5288617206471306,0.5107854753732681,0.5438641075577056,0.5668054113709521,0.97491620693888,0.845530092716217,Oceania,34.46447874316189
139,New Zealand,NZL,0.982806808627231,0.7615223101207187,0.9034826523069556,0.775932431221008,0.768010795116425,0.783405423164368,0.8889391612261889,0.994301974773407,0.939959704875946,Oceania,40.36149573401774
140,Nicaragua,NIC,0.7719877802573119,0.827406585216522,0.681400001846103,0.508098244667053,0.500067174434662,0.515531063079834,0.526619103362472,0.981706142425537,0.851386785507202,North America,34.49274130383975
141,Niger,NER,0.39452369780313357,0.515173077583313,0.5300486702805733,0.31568518280983,0.294828027486801,0.33261701464653,0.2093499836406084,0.916343152523041,0.7666255235672,Africa,25.556775242719713
142,Nigeria,NGA,0.7311774309074259,0.631843566894531,0.537180463688053,0.360609829425812,0.33457151055336,0.381459712982178,0.3932122520078577,0.880086362361908,0.65854012966156,Africa,28.16351673307752
143,North Macedonia,MKD,0.7911135812943237,0.95051646232605,0.7189941411689594,0.55734920501709,0.551359832286835,0.562938094139099,0.5694404046292155,0.990100145339966,0.908866405487061,Europe,36.710932750669016
144,Northern Mariana Islands,MNP,0.8095741807712761,0.7615223101207187,0.6902217980732107,0.5288617206471306,0.5107854753732681,0.5438641075577056,0.5668054113709521,0.97491620693888,0.845530092716217,Oceania,34.46447874316189
145,Norway,NOR,0.9809422187210236,0.9229360222816468,0.8927736627714953,0.771051168441772,0.764168739318848,0.778220474720001,0.8767360826835487,0.997457027435303,0.94460141658783,Europe,41.41808541750055
146,Oman,OMN,0.9154317328320791,0.7743813601033441,0.7361966392647669,0.608116269111633,0.59517228603363,0.620704412460327,0.6746894171859042,0.988582134246826,0.911910355091095,Asia,37.043893004710974
147,Pakistan,PAK,0.6726163882042251,0.623704075813293,0.5886892869469151,0.406070023775101,0.391759634017944,0.419449478387833,0.3964036729586559,0.930691063404083,0.845309734344482,Asia,30.404251985425205
148,Palau,PLW,0.8415518057706094,0.7615223101207187,0.8052040267540653,0.588113486766815,0.567324042320251,0.605153858661652,0.6783766065770397,0.982076406478882,0.865000009536743,Oceania,36.26149823425979
149,Panama,PAN,0.7712165703247299,0.8357511427667405,0.6551067721322036,0.501601994037628,0.489440560340881,0.510967671871185,0.5057926236563041,0.984729111194611,0.888129532337189,North America,34.639119475996026
150,Papua New Guinea,PNG,0.7404802619184984,0.505457043647766,0.6315630159340972,0.429185003042221,0.413044840097427,0.444256067276001,0.4681815427962553,0.952191174030304,0.782354056835175,Oceania,30.227169689546372
151,Paraguay,PRY,0.8115048646102312,0.944025158882141,0.6701945803293036,0.528180062770844,0.509541630744934,0.541788995265961,0.5444726842828077,0.979847192764282,0.857928097248077,South America,35.706582301498635
152,Peru,PER,0.9327769079901393,0.878325223922729,0.7214418723135348,0.6051926612854,0.593174636363983,0.616166830062866,0.6736948287354851,0.985692083835602,0.885788917541504,South America,37.52161385097099
153,Philippines,PHL,0.9290991877934542,0.697000026702881,0.6286520083957372,0.51596212387085,0.500622451305389,0.530668556690216,0.5847314856798014,0.971628129482269,0.816831171512604,Asia,34.13945346901782
154,Poland,POL,0.9622826335909059,0.9229360222816468,0.9214522380764288,0.753088593482971,0.743042945861816,0.76286369562149,0.8876863802041504,0.995551288127899,0.894227266311646,Europe,40.91265519285511
155,Portugal,PRT,0.9974464534299727,0.9229360222816468,0.8839553374607527,0.768949568271637,0.759437024593353,0.777799069881439,0.8826814336840294,0.996253490447998,0.93293422460556,Europe,41.36502802543984
156,Puerto Rico,PRI,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
157,Qatar,QAT,0.9209190933719014,0.7743813601033441,0.7430880148757709,0.637771606445313,0.632160842418671,0.643039286136627,0.685087157297553,0.993166387081146,0.961434423923492,Asia,37.82054640245906
158,Romania,ROU,0.8488497646783276,0.9229360222816468,0.7686131489861452,0.584187865257263,0.572614371776581,0.596227884292603,0.6531647606512432,0.992716729640961,0.877821922302246,Europe,37.34599341859731
159,Russian Federation,RUS,0.9823029560333002,0.9229360222816468,0.8648884343655692,0.681419610977173,0.672921240329742,0.689803600311279,0.8505299460214545,0.992823719978333,0.803582012653351,Europe,39.33555025438078
160,Rwanda,RWA,0.4916643292003009,0.617464005947113,0.6224601361087263,0.379552751779556,0.36368390917778,0.391555368900299,0.30638277491591787,0.964731156826019,0.814381539821625,Africa,28.911064127155175
161,Samoa,WSM,0.8783821781117214,0.950813770294189,0.6430137357498612,0.548421680927277,0.535335779190063,0.560103535652161,0.5654417318387683,0.984229624271393,0.890014410018921,Oceania,36.56142784097725
162,San Marino,SMR,0.9476337577107554,0.9229360222816468,0.8545520782682645,0.7107685498702221,0.701848280735505,0.7195550722953601,0.8129855015971089,0.9952628872333428,0.9104034503300984,Europe,40.0822147874709
163,Sao Tome and Principe,STP,0.6125799085254754,0.7037758330504099,0.6497706715078299,0.4100678316924884,0.3896917435138122,0.4273459231076034,0.40172935992654746,0.9380123861457992,0.7499216911585435,Africa,30.14491029779348
164,Saudi Arabia,SAU,0.8866785356810539,0.7743813601033441,0.6935307560248478,0.576390504837036,0.564920663833618,0.58694452047348,0.6156246846091018,0.992943644523621,0.915835380554199,Asia,36.30200237183199
165,Senegal,SEN,0.5260750731469015,0.811672329902649,0.7169717033770634,0.420110791921616,0.403787970542908,0.434972137212753,0.3776016120624233,0.956372141838074,0.825250804424286,Africa,31.513075065833974
166,Serbia,SRB,0.9560979678857754,0.940178275108337,0.7951949118851807,0.676606357097626,0.665117859840393,0.687133073806763,0.7611322008486625,0.994451701641083,0.892961323261261,Europe,39.37683070260591
167,Seychelles,SYC,0.9388596124885628,0.7037758330504099,0.8054958489734871,0.632779061794281,0.609291434288025,0.65689092874527,0.7570908805103527,0.985547840595245,0.848127484321594,Africa,36.907396578998295
168,Sierra Leone,SLE,0.689247492763663,0.705000042915344,0.5490895793951126,0.36270210146904,0.345196336507797,0.379230976104736,0.3788806663556543,0.894932568073273,0.631157755851746,Africa,28.328089229841368
169,Singapore,SGP,0.9988860224940093,0.7743813601033441,1.0,0.879125714302063,0.871676206588745,0.886267602443695,1.0,0.997191250324249,0.952393054962158,Asia,42.22974269189657
170,Sint Maarten (Dutch part),SXM,0.9476337577107554,0.9229360222816468,0.8545520782682645,0.7107685498702221,0.701848280735505,0.7195550722953601,0.8129855015971089,0.9952628872333428,0.9104034503300984,Europe,40.0822147874709
171,Slovak Republic,SVK,0.9055033116520914,0.9229360222816468,0.8436876376553688,0.664987325668335,0.65712183713913,0.672512054443359,0.7648139569570866,0.994414091110229,0.89833277463913,Europe,39.19295068859571
172,Slovenia,SVN,0.9791437325233199,0.9229360222816468,0.9053263151707556,0.774986982345581,0.768778145313263,0.780945837497711,0.8874332487725947,0.997856736183167,0.934989750385284,Europe,41.45275385826929
173,Solomon Islands,SLB,0.5981485076608798,0.683145403862,0.609309197763159,0.419872611761093,0.408778667449951,0.430028855800629,0.36486383895809504,0.98002827167511,0.856936395168304,Oceania,30.935830273275272
174,Somalia,SOM,0.6125799085254754,0.7037758330504099,0.6497706715078299,0.4100678316924884,0.3896917435138122,0.4273459231076034,0.40172935992654746,0.9380123861457992,0.7499216911585435,Africa,30.14491029779348
175,South Africa,ZAF,0.7331374811380309,0.725787162780762,0.5958292498911695,0.425453394651413,0.413654565811157,0.43670666217804,0.4373119004967949,0.966199100017548,0.690752625465393,Africa,30.693925723506435
176,South Sudan,SSD,0.3356058593068107,0.687174320220947,0.5833542080912574,0.306520849466324,0.267352998256683,0.334474980831146,0.19599543991280496,0.901424705982208,0.677222728729248,Africa,25.60854020981456
177,Spain,ESP,0.9307691618125014,0.9229360222816468,0.8806634915815035,0.728255033493042,0.722873985767365,0.73388797044754,0.8206086348408261,0.996965527534485,0.946016252040863,Europe,40.585442544451226
178,Sri Lanka,LKA,0.9487484809319889,0.827000021934509,0.6953230675146431,0.598324298858643,0.59227728843689,0.604202330112457,0.6604224354980017,0.992560029029846,0.898495495319366,Asia,37.210296633206006
179,St. Kitts and Nevis,KNA,0.9294091088036279,0.8357511427667405,0.711097275947536,0.586181640625,0.573051154613495,0.598464250564575,0.6616373323981131,0.9880211353302,0.876999974250793,North America,36.92818081801245
180,St. Lucia,LCA,0.9103613867846337,0.975146889686584,0.7261965427156966,0.602564752101898,0.587717175483704,0.615442216396332,0.6618385871440481,0.983381032943726,0.865446269512177,North America,37.81919901117364
181,St. Martin (French part),MAF,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
182,St. Vincent and the Grenadines,VCT,0.8835098687841413,0.8357511427667405,0.6803609322566102,0.533341825008392,0.521960496902466,0.544671952724457,0.6017759912614942,0.983616709709167,0.833130836486816,North America,35.51590426562044
183,Sudan,SDN,0.508133185423435,0.617564558982849,0.6599201146621017,0.377445191144943,0.36208176612854,0.39090895652771,0.3357012894296303,0.939526557922363,0.786300718784332,Africa,28.85258409147346
184,Suriname,SUR,0.8954063465445182,0.8773048917452494,0.7141439060483936,0.5812434918350644,0.5694872803158231,0.591660757859548,0.6411174899669505,0.9853207402759128,0.8713662226994833,South America,36.84665058659791
185,Sweden,SWE,1.0,0.9229360222816468,0.9028105222360469,0.79535710811615,0.785323143005371,0.80502313375473,0.9038174244334564,0.9972904920578,0.949876189231873,Europe,41.87845690907656
186,Switzerland,CHE,0.9518625404175257,0.9229360222816468,0.8954701403961424,0.756115138530731,0.746793866157532,0.765869855880737,0.8533150616253347,0.995876908302307,0.953842222690582,Europe,41.142170066357224
187,Syrian Arab Republic,SYR,0.8557952180777213,0.7743813601033441,0.74653632745057,0.5896201885264852,0.5773801512044411,0.600884977242221,0.6470543732838795,0.9799713712671528,0.8830966690312261,Asia,36.187511547620616
188,Tajikistan,TJK,0.7791390245159193,0.824897289276123,0.6789230937844791,0.504116356372833,0.480660378932953,0.525358021259308,0.5295653939487217,0.965224981307983,0.871234178543091,Asia,34.521713209787656
189,Tanzania,TZA,0.5177430291552261,0.682000041007996,0.6752980475125406,0.389834702014923,0.377067387104034,0.400763750076294,0.3500207804456601,0.946971416473389,0.781867921352386,Africa,29.592178808770875
190,Thailand,THA,0.9128135880210254,0.894845604896545,0.7415620090652156,0.609310984611511,0.597819745540619,0.620437383651733,0.6776628369714488,0.990896046161652,0.86919629573822,Asia,37.552842175087875
191,Timor-Leste,TLS,0.7597609208150781,0.544000029563904,0.6456791797445557,0.454314529895783,0.431532919406891,0.472169876098633,0.4911089166272434,0.954217076301575,0.857693791389465,Asia,31.60563107030105
192,Togo,TGO,0.6980559145677319,0.76199996471405,0.6670196012650682,0.431868046522141,0.409653574228287,0.452462881803513,0.4661362467835706,0.930232524871826,0.743062496185303,Africa,31.417155431320722
193,Tonga,TON,0.8296615551711769,0.919000029563904,0.6709116428524667,0.531120657920837,0.514327526092529,0.545081198215485,0.5572503882936417,0.984372794628143,0.833986341953278,Oceania,35.53965437264533
194,Trinidad and Tobago,TTO,0.8920401212558254,0.8357511427667405,0.7966471796690155,0.603487730026245,0.574239909648895,0.624052822589874,0.7114338150248568,0.981700539588928,0.853208899497986,North America,37.138267401692616
195,Tunisia,TUN,0.7582704395780304,0.915920376777649,0.667647011079484,0.516809940338135,0.508155465126038,0.524860441684723,0.5068215980877216,0.983007907867432,0.914562702178955,Africa,35.512711524295774
196,Turkey,TUR,0.8658018759630322,0.939999997615814,0.8308461337773314,0.649261832237244,0.640502750873566,0.657944321632385,0.7201503634940558,0.989395081996918,0.910988688468933,Asia,38.81036094227022
197,Turkmenistan,TKM,0.8557952180777213,0.7743813601033441,0.74653632745057,0.5896201885264852,0.5773801512044411,0.600884977242221,0.6470543732838795,0.9799713712671528,0.8830966690312261,Asia,36.187511547620616
198,Turks and Caicos Islands,TCA,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
199,Tuvalu,TUV,0.7762806207808822,0.7615223101207187,0.6023200529555744,0.447577118873596,0.42813828587532,0.463706195354462,0.46809085163208297,0.975619494915009,0.787000000476837,Oceania,32.41966389765662
200,Uganda,UGA,0.4895983488032668,0.710828065872192,0.690385696562821,0.384176582098007,0.371235489845276,0.396288335323334,0.33838868037322617,0.953565239906311,0.737031519412994,Africa,29.27113507447989
201,Ukraine,UKR,0.9261024863411338,0.9229360222816468,0.8312123836596954,0.631387114524841,0.620419085025787,0.642555415630341,0.7706463998771029,0.99126535654068,0.814607322216034,Europe,38.29515854495785
202,United Arab Emirates,ARE,0.9655134352366018,0.7743813601033441,0.7788325498535376,0.673011898994446,0.661788403987885,0.683658003807068,0.7528119098747897,0.992411136627197,0.938642501831055,Asia,38.53192524897917
203,United Kingdom,GBR,0.9943939128201549,0.9229360222816468,0.9045395993892578,0.782942950725555,0.774944484233856,0.79124253988266,0.9004717875678723,0.995742082595825,0.933411657810211,Europe,41.60840384436118
204,United States,USA,0.9250400368812186,0.8357511427667405,0.8896635625609853,0.701764345169067,0.692523181438446,0.710881412029266,0.8238922727406663,0.993467271327972,0.889483511447906,North America,39.298571611619955
205,Uruguay,URY,0.8761583973504911,0.8773048917452494,0.7608513994151238,0.59876024723053,0.589142382144928,0.608074367046356,0.6673698178019339,0.992419898509979,0.893717527389526,South America,37.43697395694664
206,Uzbekistan,UZB,0.8639969573133577,0.891524195671082,0.8240884414953479,0.622805714607239,0.604297757148743,0.640962541103363,0.7128039698391766,0.978553593158722,0.866114258766174,Asia,37.7373903428367
207,Vanuatu,VUT,0.725449058709878,0.711041986942291,0.6043849298995386,0.454658538103104,0.435553818941116,0.470412790775299,0.43893946638316256,0.973555505275726,0.873641133308411,Oceania,32.46103059434421
208,"Venezuela, RB",VEN,0.8954063465445182,0.8773048917452494,0.7141439060483936,0.5812434918350644,0.5694872803158231,0.591660757859548,0.6411174899669505,0.9853207402759128,0.8713662226994833,South America,36.84665058659791
209,Vietnam,VNM,0.9227215485293255,0.76199996471405,0.9023559989173773,0.689964532852173,0.671133279800415,0.708236813545227,0.8335519051173177,0.979317009449005,0.867066919803619,Asia,38.474293012398945
210,Virgin Islands (U.S.),VIR,0.8603260009155482,0.8357511427667405,0.7196973551267092,0.5660236226884943,0.552885883732846,0.577624677043212,0.6230111874072308,0.981437733298854,0.8627816626900121,North America,36.09921298869734
211,West Bank and Gaza,PSE,0.8752785884682147,0.926040410995483,0.7167351051042742,0.579996645450592,0.567181944847107,0.591090142726898,0.6280425266759285,0.979734480381012,0.8921018242836,Asia,37.16031506704896
212,"Yemen, Rep.",YEM,0.5832153651295824,0.535905301570892,0.5585652341224794,0.372784405946732,0.352850139141083,0.388250797986984,0.3261271382200324,0.945041358470917,0.80375212430954,Asia,28.34990043116341
213,Zambia,ZMB,0.6306468973239018,0.654127299785614,0.6225582766478878,0.396927535533905,0.381383776664734,0.410318464040756,0.39305230509624034,0.942158281803131,0.732387900352478,Africa,29.53824623727408
214,Zimbabwe,ZWE,0.7932117923815272,0.765030264854431,0.6886111564679553,0.46689310669899,0.44448059797287,0.488258600234985,0.5468236954837059,0.953772246837616,0.650399327278137,Africa,32.00545719383651
