Country_Name,Country_Code,Expected_Years_of_School,Fraction_of_Children_Under_5_Not_Stunted,Harmonized_Test_Scores, Human_Capital_Index,Human_Capital_Index_Lower_Bound,Human_Capital_Index_Upper_Bound,Learning_Adjusted_Years_of_School,Probability_of_Survival_to_Age_5,Survival_Rate_from_Age_15_60,Continent,Weighted_HCI
Pakistan,PAK,9.37386798858643,0.623704075813293,338.656555175781,0.406070023775101,0.391759634017944,0.419449478387833,5.0792350769043,0.930691063404083,0.845309734344482,Asia,30.4042519854252
Palau,PLW,11.7282238006592,0.761522310120718,463.211456298828,0.588113486766815,0.567324042320251,0.605153858661652,8.69223594665527,0.982076406478882,0.865000009536743,Oceania,36.2614982342597
Panama,PAN,10.7480020523071,0.83575114276674,376.864685058594,0.501601994037628,0.489440560340881,0.510967671871185,6.48086738586426,0.984729111194611,0.888129532337189,North America,34.639119475996
Papua New Guinea,PNG,10.3196477890015,0.505457043647766,363.320617675781,0.429185003042221,0.413044840097427,0.444256067276001,5.99894571304321,0.952191174030304,0.782354056835175,Oceania,30.2271696895463
Paraguay,PRY,11.309476852417,0.944025158882141,385.544281005859,0.528180062770844,0.509541630744934,0.541788995265961,6.97648620605469,0.979847192764282,0.857928097248077,South America,35.7065823014986
Peru,PER,12.9995756149292,0.878325223922729,415.025421142578,0.6051926612854,0.593174636363983,0.616166830062866,8.63224697113037,0.985692083835602,0.885788917541504,South America,37.5216138509709
Philippines,PHL,12.9483213424683,0.697000026702881,361.64599609375,0.51596212387085,0.500622451305389,0.530668556690216,7.49233388900757,0.971628129482269,0.816831171512604,Asia,34.1394534690178
Poland,POL,13.4107799530029,0.922936022281646,530.085815429688,0.753088593482971,0.743042945861816,0.76286369562149,11.3741827011108,0.995551288127899,0.894227266311646,Europe,40.9126551928551
Portugal,PRT,13.9008378982544,0.922936022281646,508.514892578125,0.768949568271637,0.759437024593353,0.777799069881439,11.3100528717041,0.996253490447998,0.93293422460556,Europe,41.3650280254398
Puerto Rico,PRI,11.9898689671566,0.83575114276674,414.021848979749,0.566023622688494,0.552885883732846,0.577624677043212,7.98282279466327,0.981437733298854,0.862781662690012,North America,36.0992129886973
Qatar,QAT,12.8343200683594,0.774381360103344,427.477844238281,0.637771606445313,0.632160842418671,0.643039286136627,8.77822017669678,0.993166387081146,0.961434423923492,Asia,37.820546402459
Romania,ROU,11.8299312591553,0.922936022281646,442.161743164063,0.584187865257263,0.572614371776581,0.596227884292603,8.36918926239014,0.992716729640961,0.877821922302246,Europe,37.3459934185973
Russian Federation,RUS,13.6897916793823,0.922936022281646,497.546234130859,0.681419610977173,0.672921240329742,0.689803600311279,10.8980865478516,0.992823719978333,0.803582012653351,Europe,39.3355502543807
Rwanda,RWA,6.85204315185547,0.617464005947113,358.083984375,0.379552751779556,0.36368390917778,0.391555368900299,3.92577123641968,0.964731156826019,0.814381539821625,Africa,28.9110641271551
Samoa,WSM,12.2415075302124,0.950813770294189,369.907897949219,0.548421680927277,0.535335779190063,0.560103535652161,7.24516868591309,0.984229624271393,0.890014410018921,Oceania,36.5614278409772
San Marino,SMR,13.2066269899025,0.922936022281646,491.600016276041,0.710768549870222,0.701848280735505,0.71955507229536,10.4170187069819,0.995262887233342,0.910403450330098,Europe,40.0822147874709
Sao Tome and Principe,STP,8.53717407972916,0.703775833050409,373.794974949049,0.410067831692488,0.389691743513812,0.427345923107603,5.14747464656829,0.938012386145799,0.749921691158543,Africa,30.1449102977934
Saudi Arabia,SAU,12.3571290969849,0.774381360103344,398.968933105469,0.576390504837036,0.564920663833618,0.58694452047348,7.88817739486694,0.992943644523621,0.915835380554199,Asia,36.3020023718319
Senegal,SEN,7.33160591125488,0.811672329902649,412.453857421875,0.420110791921616,0.403787970542908,0.434972137212753,4.83831882476807,0.956372141838074,0.825250804424286,Africa,31.5130750658339
Serbia,SRB,13.3245878219604,0.940178275108337,457.453491210938,0.676606357097626,0.665117859840393,0.687133073806763,9.75260734558105,0.994451701641083,0.892961323261261,Europe,39.3768307026059
Seychelles,SYC,13.0843467712402,0.703775833050409,463.379333496094,0.632779061794281,0.609291434288025,0.65689092874527,9.70082473754883,0.985547840595245,0.848127484321594,Africa,36.9073965789982
Sierra Leone,SLE,9.60564613342285,0.705000042915344,315.875946044922,0.36270210146904,0.345196336507797,0.379230976104736,4.85470771789551,0.894932568073273,0.631157755851746,Africa,28.3280892298413
Singapore,SGP,13.9209003448486,0.774381360103344,575.272155761719,0.879125714302063,0.871676206588745,0.886267602443695,12.813289642334,0.997191250324249,0.952393054962158,Asia,42.2297426918965
Sint Maarten (Dutch part),SXM,13.2066269899025,0.922936022281646,491.600016276041,0.710768549870222,0.701848280735505,0.71955507229536,10.4170187069819,0.995262887233342,0.910403450330098,Europe,40.0822147874709
Slovak Republic,SVK,12.6194791793823,0.922936022281646,485.350006103516,0.664987325668335,0.65712183713913,0.672512054443359,9.79978275299072,0.994414091110229,0.89833277463913,Europe,39.1929506885957
Slovenia,SVN,13.6457633972168,0.922936022281646,520.809020996094,0.774986982345581,0.768778145313263,0.780945837497711,11.3709392547607,0.997856736183167,0.934989750385284,Europe,41.4527538582692
Solomon Islands,SLB,8.33605194091797,0.683145403862,350.518615722656,0.419872611761093,0.408778667449951,0.430028855800629,4.67510604858398,0.98002827167511,0.856936395168304,Oceania,30.9358302732752
Somalia,SOM,8.53717407972916,0.703775833050409,373.794974949049,0.410067831692488,0.389691743513812,0.427345923107603,5.14747464656829,0.938012386145799,0.749921691158543,Africa,30.1449102977934
South Africa,ZAF,10.2173156738281,0.725787162780762,342.763977050781,0.425453394651413,0.413654565811157,0.43670666217804,5.60340404510498,0.966199100017548,0.690752625465393,Africa,30.6939257235064
South Sudan,SSD,4.67714595794678,0.687174320220947,335.587432861328,0.306520849466324,0.267352998256683,0.334474980831146,2.51134634017944,0.901424705982208,0.677222728729248,Africa,25.6085402098145
Spain,ESP,12.9715948104858,0.922936022281646,506.621185302734,0.728255033493042,0.722873985767365,0.73388797044754,10.5146961212158,0.996965527534485,0.946016252040863,Europe,40.5854425444512
Sri Lanka,LKA,13.2221622467041,0.827000021934509,400,0.598324298858643,0.59227728843689,0.604202330112457,8.46218395233154,0.992560029029846,0.898495495319366,Asia,37.210296633206
St. Kitts and Nevis,KNA,12.9526405334473,0.83575114276674,409.074462890625,0.586181640625,0.573051154613495,0.598464250564575,8.47775077819824,0.9880211353302,0.876999974250793,North America,36.9281808180124
St. Lucia,LCA,12.6871833801269,0.975146889686584,417.760650634766,0.602564752101898,0.587717175483704,0.615442216396332,8.4803295135498,0.983381032943726,0.865446269512177,North America,37.8191990111736
St. Martin (French part),MAF,11.9898689671566,0.83575114276674,414.021848979749,0.566023622688494,0.552885883732846,0.577624677043212,7.98282279466327,0.981437733298854,0.862781662690012,North America,36.0992129886973
St. Vincent and the Grenadines,VCT,12.3129692077637,0.83575114276674,391.392700195313,0.533341825008392,0.521960496902466,0.544671952724457,7.71073007583618,0.983616709709167,0.833130836486816,North America,35.5159042656204
Sudan,SDN,7.0815601348877,0.617564558982849,379.633666992188,0.377445191144943,0.36208176612854,0.39090895652771,4.30143785476685,0.939526557922363,0.786300718784332,Africa,28.8525840914734
Suriname,SUR,12.4787635803222,0.877304891745249,410.827104356553,0.581243491835064,0.569487280315823,0.591660757859548,8.2148240937127,0.985320740275912,0.871366222699483,South America,36.8466505865979
Sweden,SWE,13.9364252090454,0.922936022281646,519.361755371094,0.79535710811615,0.785323143005371,0.80502313375473,11.5808744430542,0.9972904920578,0.949876189231873,Europe,41.8784569090765
Switzerland,CHE,13.2655611038208,0.922936022281646,515.139038085938,0.756115138530731,0.746793866157532,0.765869855880737,10.9337730407715,0.995876908302307,0.953842222690582,Europe,41.1421700663572
Syrian Arab Republic,SYR,11.9267260509988,0.774381360103344,429.461562446925,0.589620188526485,0.577380151204441,0.600884977242221,8.29089509922525,0.979971371267152,0.883096669031226,Asia,36.1875115476206
Tajikistan,TJK,10.8584127426147,0.824897289276123,390.565551757813,0.504116356372833,0.480660378932953,0.525358021259308,6.78547477722168,0.965224981307983,0.871234178543091,Asia,34.5217132097876
Tanzania,TZA,7.21548700332642,0.682000041007996,388.480163574219,0.389834702014923,0.377067387104034,0.400763750076294,4.48491764068604,0.946971416473389,0.781867921352386,Africa,29.5921788087708
Thailand,THA,12.7213582992554,0.894845604896545,426.599975585938,0.609310984611511,0.597819745540619,0.620437383651733,8.68309020996094,0.990896046161652,0.86919629573822,Asia,37.5528421750878
Timor-Leste,TLS,10.5883512496948,0.544000029563904,371.441253662109,0.454314529895783,0.431532919406891,0.472169876098633,6.29272079467773,0.954217076301575,0.857693791389465,Asia,31.605631070301
Togo,TGO,9.72840404510498,0.76199996471405,383.717803955078,0.431868046522141,0.409653574228287,0.452462881803513,5.97273874282837,0.930232524871826,0.743062496185303,Africa,31.4171554313207
Tonga,TON,11.5625162124634,0.919000029563904,385.956787109375,0.531120657920837,0.514327526092529,0.545081198215485,7.14021062850952,0.984372794628143,0.833986341953278,Oceania,35.5396543726453
Trinidad and Tobago,TTO,12.4318504333496,0.83575114276674,458.288940429688,0.603487730026245,0.574239909648895,0.624052822589874,9.11580753326416,0.981700539588928,0.853208899497986,North America,37.1382674016926
Tunisia,TUN,10.5675792694092,0.915920376777649,384.078735351563,0.516809940338135,0.508155465126038,0.524860441684723,6.49405193328857,0.983007907867432,0.914562702178955,Africa,35.5127115242957
Turkey,TUR,12.06618309021,0.939999997615814,477.962646484375,0.649261832237244,0.640502750873566,0.657944321632385,9.22749519348145,0.989395081996918,0.910988688468933,Asia,38.8103609422702
Turkmenistan,TKM,11.9267260509988,0.774381360103344,429.461562446925,0.589620188526485,0.577380151204441,0.600884977242221,8.29089509922525,0.979971371267152,0.883096669031226,Asia,36.1875115476206
Turks and Caicos Islands,TCA,11.9898689671566,0.83575114276674,414.021848979749,0.566023622688494,0.552885883732846,0.577624677043212,7.98282279466327,0.981437733298854,0.862781662690012,North America,36.0992129886973
Tuvalu,TUV,10.8185768127441,0.761522310120718,346.497955322266,0.447577118873596,0.42813828587532,0.463706195354462,5.99778366088867,0.975619494915009,0.787000000476837,Oceania,32.4196638976566
Uganda,UGA,6.82325077056885,0.710828065872192,397.15966796875,0.384176582098007,0.371235489845276,0.396288335323334,4.33587217330933,0.953565239906311,0.737031519412994,Africa,29.2711350744798
Ukraine,UKR,12.9065580368042,0.922936022281646,478.17333984375,0.631387114524841,0.620419085025787,0.642555415630341,9.87451553344727,0.99126535654068,0.814607322216034,Europe,38.2951585449578
United Arab Emirates,ARE,13.4558057785034,0.774381360103344,448.040679931641,0.673011898994446,0.661788403987885,0.683658003807068,9.64599704742432,0.992411136627197,0.938642501831055,Asia,38.5319252489791
United Kingdom,GBR,13.8582963943481,0.922936022281646,520.3564453125,0.782942950725555,0.774944484233856,0.79124253988266,11.5380058288574,0.995742082595825,0.933411657810211,Europe,41.6084038443611
United States,USA,12.8917512893677,0.83575114276674,511.798675537109,0.701764345169067,0.692523181438446,0.710881412029266,10.556770324707,0.993467271327972,0.889483511447906,North America,39.2985716116199
Uruguay,URY,12.2105159759522,0.877304891745249,437.696624755859,0.59876024723053,0.589142382144928,0.608074367046356,8.55120277404785,0.992419898509979,0.893717527389526,South America,37.4369739569466
Uzbekistan,UZB,12.0410289764404,0.891524195671082,474.075134277344,0.622805714607239,0.604297757148743,0.640962541103363,9.13336372375488,0.978553593158722,0.866114258766174,Asia,37.7373903428367
Vanuatu,VUT,10.1101665496826,0.711041986942291,347.685821533203,0.454658538103104,0.435553818941116,0.470412790775299,5.62425851821899,0.973555505275726,0.873641133308411,Oceania,32.4610305943442
"Venezuela, RB",VEN,12.4787635803222,0.877304891745249,410.827104356553,0.581243491835064,0.569487280315823,0.591660757859548,8.2148240937127,0.985320740275912,0.871366222699483,South America,36.8466505865979
Vietnam,VNM,12.8594398498535,0.76199996471405,519.100280761719,0.689964532852173,0.671133279800415,0.708236813545227,10.6805419921875,0.979317009449005,0.867066919803619,Asia,38.4742930123989
Virgin Islands (U.S.),VIR,11.9898689671566,0.83575114276674,414.021848979749,0.566023622688494,0.552885883732846,0.577624677043212,7.98282279466327,0.981437733298854,0.862781662690012,North America,36.0992129886973
West Bank and Gaza,PSE,12.1982545852661,0.926040410995483,412.317749023438,0.579996645450592,0.567181944847107,0.591090142726898,8.04729080200195,0.979734480381012,0.8921018242836,Asia,37.1603150670489
"Yemen, Rep.",YEM,8.12793731689453,0.535905301570892,321.327026367188,0.372784405946732,0.352850139141083,0.388250797986984,4.17876148223877,0.945041358470917,0.80375212430954,Asia,28.3499004311634
Zambia,ZMB,8.78896331787109,0.654127299785614,358.140441894531,0.396927535533905,0.381383776664734,0.410318464040756,5.03629302978516,0.942158281803131,0.732387900352478,Africa,29.538246237274
Zimbabwe,ZWE,11.054536819458,0.765030264854431,396.138824462891,0.46689310669899,0.44448059797287,0.488258600234985,7.00661039352417,0.953772246837616,0.650399327278137,Africa,32.0054571938365
